Training Texts,Training Labels
"This is the first Michael Vartan movie i've seen-i haven't seen Alias- and i was curious to see if the guy can act.He sure can and is likable in this movie.Natasha Henstridge is of course gorgeous but she is usually in more physical and action roles,so i found her very good and lovable in this different""sweet"" role of a schoolteacher. Some of the negative comments i read are true,the movie is full of clichés and the story doesn't ring true at all.Also,even though every character in the movie remarks how good they look together,i don't think there is screen chemistry there. However,i enjoyed this movie.The locales are nice,the characters are likable and goodlooking and the supporting actors are pretty good. If you are expecting to see a great romance,this is not it.But if you want to see a pleasant innocent goodlooking movie with likable characters its very good.",1
I thoroughly enjoyed this film for its humor and pathos. I especially like the way the characters welcomed Gina's various suitors. With friends (and family) like these anyone would feel nurtured and loved. I found the writing witty and natural and the actors made the material come alive.,1
"I really like this film... when I started to watch it I thought I would get bored pretty soon, but it surprised me... I thought it was a great film and have seen it a few times now. The characters are believable and I have to say that I fell in love with Brian Austin Green all over again (the first time being Beverly Hills 90210). I would recommend this film if you are a fan of his, but I do agree with another comment made earlier, that the ending is sort of disappointing. I would have loved it to turn out a little different! Never mind though, good gripping story.",1
"really excellent movie, one of the best i've seen. Touching and simple - just like life, sometimes you cry sometimes you laugh and it's just beautiful. not too much of anything, just as it's suppose to be. Really loved the idea of the movie, noone is bad or good, all or just people, sometimes make mistakes mostly because of society's pressure, everyone tries to stay strong and some succeed more than others and the most important thing is that you don't have reasons to get angry - you can do it, but eventually the anger goes away and then you to need to let love come back in although it's hard, there lies the true happiness.<br /><br />Great actors and cast, the movie really gets you into the feeling of the movie.<br /><br />nice nice nice.<br /><br />I recommend to see it, especially if you like to see italians' life...",1
"I saw this movie when I was little - It was called ""Glacier Fox"". I was totally traumatized by it! It follows a cute little fox family around. The beginning was great and I remember becoming very attached to the little foxes. I also remember my mother carrying me out of the theater while I was in hysterics. I won't tell you what happened, but let's just say it doesn't end well for all of the foxes. I was used to Disney type nature films where the animals don't REALLY die. Oh man. This movie made me cry for hours. It was a good movie...I think - I was really little and truth be told -all I remember is being happy for the foxes and then seeing one of them die. Rent it if you can, but don't show your kids!",1
"TOM HULCE* turns in yet another Oscar-worthy performance as Dominick Luciano, the brain-damaged garbage man who's helping put his brother (Ray Liotta as Eugene) through medical school.<br /><br />This is a must-see for all movie lovers and all lovers of life and people!<br /><br />===========> *From the small studder to the eratic dancing, to the repeated words ""Oh, Jeez"" whenever Nicky is in a bind, the belieavablitly of Tom's performance is so excellent that you will have to concentrate to remember that it's an actor on screen!",1
"Nice movie with a great soundtrack which spans through the rock landscape of the 70's and 80's. Radiofreccia describes a generation, it describes life in a small village near Correggio (hometown of Ligabue, the singer who wrote the book that inspired the movie), it describes life of young people and their problems relating to the world. It reminds of Trainspotting, with a bit of Italian touch.",1
"I got to see the movie "" On Thin Ice"" on the television in India.. I must say the movie was really well done, and really sent a chill down my spine.. the basic story makes me ponder what makes certain addicts decide to move on where as others still remain addicted...<br /><br />however, I felt that Diane Keaton was at her best... the scene where she has cravings, and begins rummaging her home for cocaine... was the best... the two boys are good, and Lynda Boyd also showed what a good actress she is....The script is well done as is the cinematography and direction.. and casting<br /><br />A must must watch movie..... for everyone",1
"In Le Million, Rene Clair, one of the cinema's great directors and great pioneers, created a gem of light comedy which for all its lightness is a groundbreaking and technically brilliant film which clearly influenced subsequent film-makers such as the Marx Brothers, Lubitsch, and Mamoulian. The plot, a witty story of a poor artist who wins a huge lottery jackpot but has to search frantically all over town for the missing ticket, is basically just a device to support a series of wonderfully witty comic scenes enacted in a dream world of the director's imagination.<br /><br />One of the most impressive things about this film is that, though it is set in the middle of Paris and includes nothing actually impossible, it achieves a sustained and involving fairy-tale/fantasy atmosphere, in which it seems quite natural that people sing as much as they talk, or that a tussle over a stolen jacket should take on the form of a football game. Another memorable element is that Le Million includes what may be the funniest opera ever put on film (O that blonde-braided soprano! ""I laugh, ha! ha!"") Also a delight is the casting: Clair has assembled a group of amazing, sharply different character actors, each of them illustrating with deadly satiric accuracy a bourgeois French ""type,"" so that the film seems like a set of Daumier prints come to life.<br /><br />The hilarity takes a little while to get rolling, and I found the characters not as emotionally engaging as they can be even in a light comedy (as they are, for instance, in many Lubitsch films.) For these reasons I refrained from giving it the highest rating. But these minor cavils shouldn't distract from an enthusiastic recommendation.<br /><br />Should you see it? By all means. Highly recommended whether you want a classic and influential work of cinema or just a fun comedy.",1
"As a collector of movie memorabilia, I had to buy the movie poster for this film which, now that I've finally seen it, has to be the best thing about it. There's nothing more attractive to hang on your wall than a 27x41 inch image of the melting man. However, there's nothing more awful to put in your VCR than an hour and a half long image of the melting man. At first I thought this movie was pure garbage but then I realized that it did have some qualities which made me laugh. The character of Dr. Ted Nelson has to be the most wishy-washy persona ever brought to the big screen. His dialogue is so trite it's unbelievable! (""It's incredible! He seems to be getting stronger as he melts!)<br /><br />And could somebody tell me please how the heck they know exactly how much time Steve has left before he melts completely and exactly what their plan is to ""help"" him? If this movie was meant to scare its audience, I think it missed its calling.",1
"I have seen a couple movies on eating disorders but this one was definitely my favorite one. The problem with the other ones was that the people with the eating disorders towards the end just automatically get better or accept the fact that they need help and thats it. this movie I thought was more realistic cause in this one the main character Lexi doesn't automatically just get better. She gets better and then has a drawback. I think this movie shows more than the others that I've seen that getting better doesn't just happen, it's hard work and takes time, it's a long path to recovery. I think this movie shows all of that very well. There should be more movies like this.",1
"Possible SPOILERS: Not Sure<br /><br />While watching The Lion King 1 1/2, I couldn't help but have mixed feelings about the whole film. It is definitely a good way to spend about an hour and 15 minutes. But there is nothing about it that would give you the same sort of feeling that The Lion King did. The story, for those who haven't read the other reviews, is about how Timon and Pumbaa meet, and how they affect events in the original Lion King.<br /><br />There are actually some very funny jokes in the movie. My favorite part is when they show the pair raising Simba. However, for me the worst parts have to be when they show Timon and Pumbaa directly interfering with the events of the original. I can never look at the ""Circle of Life"" or ""Can You Feel the Love Tonight"" sequences the same way again (I'm okay with the ""I Just Can't Wait to be King"" sequence).<br /><br />The voice talents are excellent. Nathan Lane and Ernie Sabella do a wonderful job, as do Matthew Broderick, the guy who does Rafiki, and the hyenas. Even the actor who does young Simba sounded enough like Jonathon Taylor Thomas for me. But why did they even include a voice actor for Zazu? He literally had only 2 lines, and neither were very necessary. The additions of Julie Kavner and Jerry Stiller only add to the talent, although you still can't hear Timon's Mom's voice and not think of Marge Simpson.<br /><br />There are some scenes that seem to not fit in with the original, the one coming to mind being when they are pride rock at the end. How did they have time to fit in the initial fight with the hyenas?<br /><br />As for the DVD itself, you can't help but feel that for a 2 disc set, the special features are especially lacking. They could have easily fit a commentary, or another aspect ratio on the 1st disc. I enjoyed the ""Who Wants to be King of the Jungle"" game, even if it is the most shameful example of cross promotion I've ever seen. Some of the questions are actually difficult.<br /><br />Overall, a good movie, though not nearly as good as TLK or even TLK2.",1
"This is one of the greatest films I have ever seen: I glowed inside throughout the whole film. The music and cinematography held the spell when little was happening on screen. The slow pace was set by the mode of travel (a riding lawn mower with a big trailer) and was maintained by the background sights and sounds and the slow-paced lives of the other characters.<br /><br />The story actually happened; Alvin Straight died in 1996 at the age of 76. There was no acting; everything was completely real, as if the actors had actually transformed into the characters. Sissy Spacek gave a poignant performance as a somewhat disabled daughter who had suffered much but forged ahead, always wanting to do the right thing. Richard Farnsworth was cast perfectly and he beautifully became Alvin Straight, a stubborn but loving elderly man who treks across Iowa to visit his estranged brother, Lyle, who has had a stroke. Alvin had learned much wisdom during his life and that seemed to bring out the best in the people that he encountered along the way.<br /><br />The film underscores the importance of family to this man and, hopefully, to all of us. I eagerly anticipate seeing it again, and again. Directed by David Lynch, this films proves his directorial skill. Farnsworth was nominated for an Academy Award for Best Actor; at 79, he was the oldest nominee ever for that award.",1
"Tyrannosaurus Azteca is set during the sixteenth century where famous Spanish explorer Hernando Cortes (Ian Ziering) has landed in Mexico with six of his best men including Lieutenant Rios (Marco Sanchez), they intend to claim the land in the name of the Spanish & maybe steal some gold too if the opportunity arises. Within minutes they have their first sight of local Aztec savages, within minutes after that Cortes & his men are captured & held prisoner. If that wasn't bad enough it turns out that a couple of Tyrannosaurus Rex live there & like to eat the locals, in an effort to win their lives the Spanish offer to help the locals get rid of their monster problem but with various hidden agendas & ulterior motives it's not just the dinosaurs they have to watch out for...<br /><br />Directed by Brian Trenchard-Smith (who, coincidently, made one of my all time favourite exploitations films Turkey Shoot (1982) which I throughly recommend to one & all) & also more commonly known under the spoof sounding title of Aztec Rex (the title was changed by the Sci-Fi Channel when they aired it maybe as the original title Tyrannosaurus Azteca sounds like it might be a foreign film) this is yet another idiotic & cheap looking Sci-Fi Channel 'Creature Feature' & that's all you need to know really. Based on & around the real Spanish Conquistador Cortes during his expedition to Mexico the film definitely doesn't strive for historic accuracy although I will admit that the story tries to do something slightly different here but ultimately Tyrannosaurus Azteca is still just a 'Creature Feature' with a bunch of people running from some poor CGI computer graphic of a monster despite it's period setting. Not too sure what else I can say, despite being set centuries ago the usual clichés are here, the character's are the usual cardboard cutouts, make stupid decisions & the selfish one, the heroic one, the backstabbing one, the faceless victim who exists just to get eaten & the pretty woman are all here & easy to spot. The film is predictable, silly, dull & doesn't really entertain on any level although it does move along at a decent pace & there's one or two half decent moments of gore if that sort of thing interests you. The story isn't that good & has plenty of holes too, this is also the sort of film that you will have completely forgotten about within a few days.<br /><br />Now I have seen & commented on plenty of Sci-Fi Channel 'Creature Features' & usually the CGI computer effects are terrible & while Tyrannosaurus Azteca doesn't exactly buck the trend I will admit there are a few effects shots which look alright but then they are usually ruined by an absolutely awful effects shot straight afterwards. There's a few decent gore effects here too, there's a cut out heart, a guy's leg is bitten off, there's some blood splatter, a cool shot of a guy left holding his own intestines after he has been attacked by the dinosaur, there's a few dead bodies seen & someone is stabbed with a spear. The T-Rex gets to eat a couple of people too. The production values are really cheap, the Aztec set looks like one of those theme park attractions made from Styrofoam & those Spanish men must have been imprisoned in the worst enclosure in cinematic history with the fence supposedly keeping them in lower than a mans waist, they could have simply stepped out of it & run away it was so low.<br /><br />With a supposed budget of about $900,000 I can't see where the money went, shot in O'ahu in Hawaii in apparently fifteen days. The acting isn't great from no-one I have ever heard of.<br /><br />Tyrannosaurus Azteca really isn't any better than any other cheap Sci-Fi Channel 'Creature Feature' despite an almost interesting & unusual premise, that basic statement should basically be enough for you to decide whether you will enjoy this or not (at a guess probably not).",0
"I went to see this film based on the review by Siskel and Ebert; not only did I get duped, but I took some friends along, and had to spend the rest of the day profusely apologizing for making them sit through this pointless crap. After this, I never went to see a movie based solely on Siskel & Ebert's advice.",0
"The British claymation series putting ""witty"" conversations taped from ""average"" people in the mouths of ""cute"" fanciful creatures at least had the advantage for non-British viewers of seeming droll and the kind of rarefied cultured humor you couldn't get on U.S. television. Someone made the mistake of PUTTING it on U.S. television.<br /><br />Sort of like the sadly miscast American version of the sublime Brit-com COUPLING which died in a month on NBC when the same basic scripts didn't ""translate"" from British English to American English, what seemed droll and cultured (and just a BIT dull) in England, comes across in CREATURE COMFORTS, the American Version, as simply boredom with puppets. There's no through plot-line, no characters and after one and a half episodes watched (of the three ultimately aired), no reason to suffer through more.<br /><br />The only positive thing to be said about the new summer series and the mercifully brief run it had is that the claymation is at least professionally done and coming as a set-up for the single worst show on the CBS schedule, The New Adventures of Old Christine (or ""how to be a HORRIBLE mother - or person - in one interminable, unfunny lesson""), kids who wanted to stay up past their bedtime happily ran to bed rather than sit through this show, and the adults could wait to tune in until 9pm when ""Two and A Half Men"" (guilty pleasure) and ""How I Met Your Mother"" (actual quality writing) come on.",0
"Before this made for TV movie began, I had relatively low expectations. That's because it was made after the final episode of the series had aired and many of the series originals were gone. There is no President Sheridan, Delenn, Lennier, Londo, Vir, G'kar or Lyta. If you remember, on the second to last episode of the series, all the regulars except Zack, Vir and Captain Lockley left B-5 permanently. Now for this film they did bring back Garibaldi (who was not in the last B-5 movie) to join Zack and the Captain and the Doctor makes a brief and irrelevant appearance. But because so much is gone of the old chemistry, this film already is severely handicapped.<br /><br />The movie is about a Soul Hunter (Martin Sheen) who is led to Babylon 5 in search of a globe filled with souls that had been stolen from a hidden repository by an archaeologist (Ian McShane). A lot of spooky mumbo-jumbo stuff occurs but frankly it was all pretty silly and pointless. Yeah, yeah, the station nearly blew up but was saved and all, but frankly I felt like it was a case of ""been there done that--and done that a lot better in the past"".<br /><br />The secondary plot, provided more for comic relief, was much more interesting, as an entrepreneur installed a holo-brothel and those in command weren't sure what to do about it and when they tried to pressure them to close, they were slapped with a lawsuit. This was fluff, but it did provide a few laughs--something the other dreary plot was surely lacking.<br /><br />By the way, Sheen at first did a good job playing the Should Hunter--with his wild eyes and bizarre delivery. However, repeatedly throughout the episode he fell out of character. This should have been spotted and corrected.<br /><br />So the final verdict is this is only for total die-hard B-5 nuts (like myself). Others seeing it might assume the series sucked--which is a great injustice. This is a great example of a show not knowing when to quit.",0
"... and yet, we were told, there was another hour and 20 minutes left to go.<br /><br />Why, oh, why wasn't there an editor to tell the writer/director to snip, snip, snip? Apparently that writer/director has previously done shorts; as a short, this would have been okay. But the lack of dialogue starts to grate after twenty minutes. The lack of much music glares. The background noises (talking, traffic, and especially a ubiquitous helicopter) get old really fast. But the worst failure is in story. There is precious little beyond a short.<br /><br />After an hour we saw variations of the same scene over and over again. I nearly screamed at the screen, ""We get it, we get it!!!!!"" It's amazing that after that left the theatre, we could drive home, watch the Daily Show and parts of the Colbert Report, get ready for bed,and know that the audience was STILL trapped in the theatre.<br /><br />It's not enough to indulge your vision. You have to give the audience enough to share your vision.",0
"This was a less than exciting short film I saw between features on Turner Classic Movies recently. While the film popped out due to its very intense Technicolor, the film itself just wasn't that moving and at times the plot looked pretty cheesy--like this was made for classroom use and capturing the attention of a wider audience WASN'T even a consideration. In particular, I really hated how many times in the film things were reiterated--such as when the characters talked to her, they usually said ""Clara Barton"" instead of ""ma'am"", ""Miss Barton"" or ""Clara"". Plus, one sickly confederate soldier said that he was a ""Johnny Reb, A Confederate a Rebel,...""--almost like he was the cartoon character Mojo Jojo from the Powerpuff Girls. This was just sloppy writing--period.<br /><br />It was interesting to see John Hamilton (later, ""Perry White"" on the SUPERMAN TV show) in a beard as President Garfield. Yep--it's him under that beard.",0
"There is only one thing essential to thorough appreciation of The Indian Runner. Unzip your trousers. Peek inside. Is there evidence of a Y chromosome? Okay, you'll do.<br /><br />This film has all the male requisites: blood, guns, car chases, fond women, death, multiple tattoos, cigarettes, liquor, violence, pyrotechnics -- what have I left out? -- oh, yeah, blowtorches.<br /><br />As a woman, I seriously hope Sean Penn regards this as a `when I was a child...' kind of effort. Since he both wrote and directed the thing, he's nearly solely responsible. An uneven cast (Viggo Mortensen as usual demonstrating brilliantly how the job's supposed to be done) tries to save Penn. Too late. The lines and action are there. Even devoted, skilled acting can't change those.<br /><br />I found this movie puerile and silly, as well as predictable. The dialogue staggers along -- Sandy Dennis has my respect for trying to breathe life into a woodenly maternal monologue without motherly authenticity. Then she dies. After a bit, so does the protagonists' father, played by Charles Bronson. Their absence is hardly noticeable.<br /><br />At intervals, the pyrotechnics, etc., noted above appear to liven things up and scare the audience into thinking something significant is occurring.<br /><br />If you're male and under 25, you may adore this film. Plan to return to it at 35. Think you'll still like it?<br /><br />I don't think so.",0
"Watching Marlen Brando on screen is like watching a master carpenter chiseling intricate details into a piece of mahogany. Brando's acting is the ONLY thing that makes this movie watchable. The plot is inane and laughable (not comic). The other big name actors seem to be making desperate attempts to give the characters they portray some modicum of humanity... these characters have the humanity of wet cardboard. Everything about the technical side of this film is either mediocre or just plain awful. The director throws freeze-frame and slow-motion shots about with impunity. The incidental music is cartoonish and destroys any hint of dramatic effect. It's not something I really look for in a movie, but even the wardrobe was way off. The venerable Brando couldn't take focus away from the awful rags they had him decked out in. I've heard this movie called ""David Lynch-esquire"" and ""irreverently funny""... it is neither. David Lynch films are borne of wicked creativity - this film was in no way creative. And don't confuse irreverence with stupidity.",0
"Never saw the original movie in the series...I only hope it was a much better movie than this or the sequel made in the 1980's as if it is not how were these two terrible sequels even justified. This movie had a really good lead in when they were advertising it to be shown on one of those old independent stations that are a thing of the past now. Anyways it looked like it would be a pretty good scary movie. It was, however, a movie that would make some Walt Disney movies look dark. Really, this movie was just a bunch of light fluff with virtually no boggy creek creature to be seen. The only real sighting is near the end when you see its shape during a very heavy rainstorm, other than that there is virtually no sign of the creature which was really disappointing as a kid. The story is basically the old evil hunters must kill anything they see and are after the boggy creek creature and kids are out to help it or just some random hairy guy in the woods that likes to pull random boats through the water. Not really worth watching I would however like to see the original, granted the maker of that would make the also bad boggy creature of the 80's, but he also made a very good slasher movie in the 70's ""The Town the Dreaded Sundown"".",0
"If you didn't know better, you would believe the Christian moral majority in their preachy testimonial of the sins of the young, their questing for Satan, and that Hell was just brimming with Advanced Dungeons and Dragons fans.<br /><br />None of these items bears one grain of truth, folks. This work does nothing but give the Southern Baptists a chance to take a breath, while the movie continues to spout their erroneous and alarmist views concerning a creative and original gaming system.<br /><br />Tom Hanks contributes a stellar performance for this work, but even that wasn't enough to save it. It's crap. It's beneath crap. It is ignorance breeding ignorance and as such, it rates NOTHING from...<br /><br />the Fiend :.",0
"I was going to say this was the worst gay-themed film I've ever seen, but I can honestly say this is the worst film if any genre I've ever seen.<br /><br />You know you're in trouble when a movie starts with a ""personal note"" from the Director, asking for the audience's ""understanding"" for the ""many challenges"" facing a first-time Director. The audio track is so bad in many scenes it's almost impossible to follow the dialogue, and this from a DVD version. Bad lighting, bad sets, bad photography, poor script, generally bad acting all add up to make this ""film"" unwatchable. I did make it through to the bad ending after several attempts, and immediately gave away the DVD I foolishly purchased. I'm sure there are many challenges facing a first-time Director. But, don't try to palm off this lame attempt as a finished product. I see from IMDb details that this was not only the first Directing attempt of Richard Natale, but also the only. That's the one positive thing I can say about this alleged ""movie"".",0
"I would put this at the top of my list of films in the category of unwatchable trash! There are films that are bad, but the worst kind are the ones that are unwatchable but you are suppose to like them because they are supposed to be good for you! The sex sequences, so shocking in its day, couldn't even arouse a rabbit. The so called controversial politics is strictly high school sophomore amateur night Marxism. The film is self-consciously arty in the worst sense of the term. The photography is in a harsh grainy black and white. Some scenes are out of focus or taken from the wrong angle. Even the sound is bad! And some people call this art?<br /><br />",0
"This movie was two and a quarter excruciating hours. Someone please tell me what the point was?<br /><br />I mean, I understand the historical setting. It's supposed to be about a ragtag group of Confederate bushwhackers (terrorists?) on the Missouri-Kansas frontier, taking revenge against all northern sympathizers and abolitionists during the U.S. Civil War. But aside from gratuitous violence there wasn't really much of a point to this movie. Perhaps it was a political statement? That war is really nothing much more than gratuitous violence? If that was the point it was done quite well, but I don't think that was the point. I think the producers really thought they were making a worthwhile movie here, but as far as I was concerned there was a complete lack of any plot. It seemed like I was watching a paperback novel come to life, with the characters looking like what you would see on the covers of such novels.<br /><br />This movie should be burned along with some of the towns this gang torched!",0
"It's hard to criticize this movie, because I dislike the story itself, and no amount of good acting would have saved it. Think ""Raising Arizona"" with a mean streak. The acting is passable, but Jennifer Tilly is way over the top (yet not enough to make this a nice camp film) as usual, coming in somewhere between ""Misery"" and a sarcastic DMV employee. The rest of the cast have their brows perpetually knitted in consternation, either from the stress of their parts or the stress of the whole futile exercise. A real degrading few hours of film. Darryl Hannah spends most of the movie weeping too hard to be understood. I wish I could tell you how it ended but I walked out, sorry.",0
"I don't know where to begin. This movie feels a lot like one of those cheap Saturday morning kids shows that they used to make back in the late eighties early nineties. Sort of like Captain Power or the Power Rangers. It's full of bad digital overlays and really cheesy sounding ""secret agencies"" and villains.<br /><br />The acting is so bad that it's not even funny. The direction is terrible and there is little to now continuity. It seems as if someone just threw a bunch of scenes together and forgot that there was supposed to be a plot.<br /><br />Perhaps one of the most ridiculous scenes in the movie comes early on, when several villains plant an explosive device in an agents car. For some reason, even though the device is clearly stated as being ""remote detonated"" the bad guys decide to chase her down on their motorcycles as she drives away. This chase carries on. all the while with the bad guys doing ludicrous and completely pointless bike stunts. Standing up on the bikes, doing wheelies and so on. At one point, a crash happens and one of the attackers is thrown from his bike, we see the bike (clearly cgi) thrown over the agents car but the rider has vanished. Then, a few seconds later the rider and bike return...apparently unscathed by the crash. At this point even though the car has an explosive device planted in it, the attackers choose to shoot the agent while driving past, then blow up her car. Which was also clearly done with cgi. Sound confusing? It is, and so is the rest of the movie.<br /><br />I might point out that when I say cgi, we aren't talking about Lord Of The Rings type cgi here. We're talking the cheap cheesy Power Rangers type cgi, actually I think it would have been done better on Power Rangers.<br /><br />Why Savini and Todd did this movie I will never know, I can only assume they did for money, as a favor to someone or because they were blackmailed into it...probably the last one.",0
"**SPOILERS** I rented ""Tesis"" (or ""Thesis"" in English) on the strength of director Alejandro Amenabar's later effort ""The Others"". Based on what a brilliantly measured and horrifyingly effective creepfest that film was, I assumed his earlier efforts would be of a similar quality and I was in the mood for some good horror. Instead I wound up with the most tedious, preposterous excuse for a lame-brained slasher movie I've seen since the German film ""Anatomie"" (which this one kinda reminded me of).<br /><br />The plot has potential but it's thrown away within the first 20 minutes. It revolves around innocent-n-pretty psychology student Angela's (Ana Torrent - a Jessica Harper deadringer) thesis on the subject of violence in films. Through some far-fetched circumstances too dumb to go into here, she winds up in possession of a 'snuff' tape on which two men torture, mutilate and kill a young girl for the camera. Angela, and her horror-buff friend Chema (Fele Martinez) are both shocked yet intrigued by the tape and decide to get to the bottom of who's responsible for it.<br /><br />This leads to... well, nothing.<br /><br />They never really give a reason for why they want to find the girl's killers (since they resolutely refuse to contact the police throughout any of the unfolding events, even when their own lives at risk) and the mystery itself is as limp as Graham Norton in a room full of bunny girls. There is only one proper 'clue' (the type of camera the killers used is discovered) and that's a) a really weak one and b) wheeled out in the first 20 minutes. The rest of the so-called 'unravelling' just occurs through blind luck, increasingly ridiculous plot twists and a SLEW of awful, transparent and thoroughly pointless red herrings that are chucked in merely to pad out the running time.<br /><br />Seriously - Amenabar might know his stuff about ghost stories but he's clearly never read a detective book in his life. The key to a good whodunnit is to have a large cluster of potential suspects and to eliminate them one by one with clever deduction and the gradual discovery of more and more evidence, before moving in for the final twist. In ""Tesis"", *POTENTIAL SPOILER AHEAD* the killer's identity is guessed correctly by the amateur 'detectives' almost instantly and then we get 100 minutes of the writer trying feebly to throw us off the scent until he runs out of ideas, throws his hands up and says ""OK, ya got me, it was him after all""! As for any kind of logic or motive behind the crimes - no such luck. You're watching the wrong movie if that's what you're after.<br /><br />The only thing that drags ""Tesis"" down further from just being a dumb, badly written thriller is the way it actually tries to make some ludicrous, muddled-up 'point' about violence in films. I have no idea what stance it's attempting to take on the subject but it seems determined to cram in a ton of misguided, confused psychobabble, in between the rest of the gibberish, and say ""look at me! I'm political!"". The final scenes, in which the ""point"" of the movie is supposedly hammered home, are so utterly absurd and puerile, one can't help but wonder if Amenabar feels embarrassed now when he watches this. If he doesn't, he certainly should. This is total 'amateur night at the slasher house' stuff.<br /><br />Overall I can't believe I wasted two whole hours (it felt like at least six) on this, just hoping something might happen. The urban legend of 'snuff films' (and that is basically all they are, despite the way this film tries to suggest they're some kind of criminal phenomenon sweeping the world!) is an area that can be so tantalisingly exploited in good horror films (""Videodrome"" anyone?) but it's so easy to step over the line into childlike 'wouldn't it be cool if!' territory with it (ie: ""My Little Eye"")... ""Tesis"" hits an all-time low for the 'snuff movie' genre. On every level, this one is better left dead and buried. I'll award it a 1 out of 10, for some nice lighting, but that's all it's getting.",0
"In my life I have seen many great and awful movies. I am not an expert in professional reviews, but I have definitely something to say about this one. Firstly, these actors are the worst I have seen... Their acting is so unreal that you even want to throw away the DVD in the first 2 minutes. I think that these actors were not interested in the quality. <br /><br />Another awful thing is about these dialogs - they are so lame. You sometimes feel uncomfortable when you hear them. It seems that your 14 year old son could act better. I feel that this movie had a budget similar to the cost of my 14 year old European car...<br /><br />Please, if my message reaches you - save your time and money.",0
"God, I am so sick of the crap that comes out of America called ""Cartoons""!<br /><br />Since anime became popular, the USA animators either produce a cartoon with a 5-year-old-lazy-ass style of drawing (Kappa Mikey) or some cheep Japanese animation rip-off. (Usually messing up classic characters) No wonder anime is beating American cartoons! <br /><br />They are not even trying anymore! <br /><br />Oh, I just heard of this last night; I live in the UK and when I found out this show first came out in 2005,well, I never knew the UK was so up-to-date with current shows.",0
"Now I myself am a lover of the B movie genre but this piece of trash insults me to no end. First of all the movie is starring Lizzy McGuire's brother as the annoying little kid that goes looking for his lost 3 legged dog. Now please what kind of dumb ass mistakes a three-legged dog for a god damn mutated crocodile please I ask you? And heres another point for pondering, why do they show the Dinocroc on the back of the movie box being enormous and actually in the water? I believe if memory serves the thing spent about 2.6 minutes in the water and was just shy of 6 feet tall, that was a heart breaker. But redeeming qualities to this movie were that it was so bad that i almost died laughing because believe me the bad acting made me wish for death. But the fact remains that once again this thing is created by another military testing site to train super crocodiles for military combat or something like that from the source of all things evil E.V.I.L Corporation. And let's not forget the characters let's see we have jerk off #1 as the male lead and half way decent chick (who doesn't know how to act) as the female lead to that I say WOW! The only thing worse then the acting was the end of course the heroes spend about what seems like 2 hours talking and planning some long elaborate way of killing the dinocroc only to have it fail and kill it in an ordinary way that could have taken about 15 seconds to come up with. All in all this movie was beyond gay with its random opera music in the background and the fact that it was probably the gayest of all CGI monsters ever made along with the fact it of course was impervious to bullets and bombs (otherwise it wouldn't have been made for the military DUH!). By far the best scene was when Lizzy McGuire's brother runs into the shack and the dinocroc eats him causing his head to pop clean off with a popping noise i might add. I believe that you would be better off shooting yourself between the eyes then to watch Dinocroc. And as for the director I believe that we should get a bunch of people to hang him by a noose and all take turns kicking him in the crotch for wasting an hour and a half of our lives until he finally dies and then I can go on living.",0
"While I totally disagree with one reviewer who described Charley Chase as unfunny, in this film he certainly is. It's a shame, as I suspect the other reviewer must have only seen a few Charley Chase duds and assumed the guy wasn't funny. Films like MIGHTY LIKE A MOOSE and WHAT PRICE GOOFY? are very good Chase films, so he COULD be really funny given good material. Unfortunately, in this film he's given absolutely nothing. Even the inclusion of the usually good Oliver Hardy as a foil isn't any help because the basic premise (boy wants to marry girl but girl's father thinks the boy is a wuss) and the gags are so poor. It's a shame, as I really wanted to love this film but couldn't.<br /><br />By the way, for those used to the look for Charley from the mid-1920s on, you'll be pretty surprised as Chase sports no glasses or mustache--and looks very little like you'd expect.",0
"I finally caught up to ""Starlight"" last night on television and all I can say is. . . wow! It's hard to know where to begin -- the incredibly hokey special effects (check out the laser beams shooting out of Willie's eyes!), the atrocious acting, the ponderous dialogue, the mismatched use of stock footage, or the air of earnest pretentiousness that infuses the entire production. This truly is a one-of-a-kind experience, and we should all be thankful for that. I nominate Jonathon Kay as the true heir to Ed Wood!",0
"This story had a different angle that intrigued me, enough to buy a previously-viewed VHS sight-unseen. That was a mistake.<br /><br />In what could have been a very nice story - about badly crippled people at a hospital, and their various personalities - turned quickly into a very profane soap opera with unlikeable characters.<br /><br />We have ""Bloss"" (William Forsythe) the stereotype racist white person, who says the f-word every other sentence and is so despicable they didn't give him a first name in the movie. He's a lot of fun to be around. Then, there is ""Raymond Hill"" (Wesley Snipes), a fast-talking womanizer. Snipes must have liked those fast-talking ""hip"" arrogant roles because he played in a number of them, like in ""White Men Can't Jump."" Then there is sweet Helen Hunt playing ""Anna"" that wonderful caring, loving person who is having an adulterous affair with the leading character in the film, ""Joel Garcia"" (Eric Stoltz).<br /><br />Yup, this is heartwarming, feel-good type stuff. It just makes my heart melt watching these nice folks. But, if you are one of those who loves sleazy characters portrayed by sleazy people in this sleazy film.....you might really like this! Add in a dose of Hollywood political correctness and there you go! What more could anyone want?",0
